index,time_pos,lat,lon,alt,err_x,err_y,err_z,vx,vy,vz,speed_norm
519,15-16-19,48.6301124,7.7892659,148.94,18.258206955080112,0.176377340104751,1.0600000000000023,2.0,0.176377340104751,1.0,2.007762178671176
522,15-16-19,48.6301144,7.7892659,148.89000000000001,18.035817102352475,0.17637733660931923,1.1099999999999852,2.0,0.17637733660931923,1.0,2.00776217836411
525,15-16-19,48.6301161,7.7892659,148.84,17.84678572642786,0.17637733363820216,1.1599999999999966,2.0,0.17637733363820216,1.0,2.0077621781031043
528,15-16-19,48.630118,7.7892659,148.8,17.635515365704535,0.17637733031754188,1.1999999999999886,2.0,0.17637733031754188,1.0,2.007762177811392
531,15-16-19,48.6301198,7.7892659,148.76,17.43536449777561,0.17637732717165316,1.240000000000009,2.0,0.17637732717165316,1.0,2.007762177535033
534,15-16-19,48.6301217,7.7892659,148.73,17.22409413784237,0.17637732385099283,1.2700000000000102,2.0,0.17637732385099283,1.0,2.0077621772433205
537,15-16-19,48.6301235,7.7892659,148.70000000000002,17.023943269123357,0.17637732070510403,1.299999999999983,2.0,0.17637732070510403,1.0,2.007762176966961
540,15-16-19,48.6301253,7.7892659,148.67000000000002,16.82379240119443,0.17637731755921512,1.329999999999984,2.0,0.17637731755921512,1.0,2.007762176690602
543,15-16-20,48.6301271,7.789266,148.64000000000001,16.623641533265506,0.16902825968961946,1.3599999999999852,2.0,0.16902825968961946,1.0,2.00712992917093
546,15-16-20,48.630129,7.789266,148.61,16.412371173332268,0.16902825650731979,1.3899999999999864,2.0,0.16902825650731979,1.0,2.007129928902936
549,15-16-20,48.6301308,7.789266,148.59,16.212220304613254,0.1690282534925095,1.4099999999999966,2.0,0.1690282534925095,1.0,2.007129928649047
552,15-16-20,48.6301327,7.789266,148.57,16.000949944680016,0.16902825031020974,1.4300000000000068,2.0,0.16902825031020974,1.0,2.007129928381053
555,15-16-20,48.6301346,7.789266,148.57,15.789679583956692,0.1690282471279099,1.4300000000000068,2.0,0.1690282471279099,1.0,2.0071299281130592
558,15-16-20,48.6301364,7.789266,148.57,15.589528716027766,0.16902824411309947,1.4300000000000068,2.0,0.16902824411309947,1.0,2.0071299278591703
561,15-16-20,48.6301383,7.789266,148.58,15.378258355304443,0.16902824093079954,1.4199999999999875,2.0,0.16902824093079954,1.0,2.0071299275911763
564,15-16-21,48.6301401,7.7892661,148.58,15.178107487375517,0.1616791840736891,1.4199999999999875,2.0,0.1616791840736891,1.0,2.0065243976993488
567,15-16-21,48.6301418,7.7892662,148.6,14.989076112240989,0.15433012763166126,1.4000000000000057,2.0,0.15433012763166126,1.0,2.005945609505603
570,15-16-21,48.6301436,7.7892662,148.62,14.788925244312065,0.15433012487900816,1.3799999999999955,2.0,0.15433012487900816,1.0,2.005945609293824
573,15-16-21,48.6301453,7.7892663,148.64000000000001,14.59989386838745,0.14698106881565207,1.3599999999999852,2.0,0.14698106881565207,1.0,2.0053935859551837
576,15-16-21,48.6301471,7.7892663,148.67000000000002,14.399743000458525,0.1469810661940776,1.329999999999984,2.0,0.1469810661940776,1.0,2.005393585763041
579,15-16-21,48.6301488,7.7892663,148.69,14.210711625323999,0.14698106371814615,1.3100000000000023,2.0,0.14698106371814615,1.0,2.005393585581573
582,15-16-21,48.6301506,7.7892662,148.71,14.010560757395073,0.15433011417424555,1.289999999999992,2.0,0.15433011417424555,1.0,2.0059456084702387
585,15-16-21,48.6301524,7.7892662,148.74,13.810409889466147,0.15433011142159225,1.259999999999991,2.0,0.15433011142159225,1.0,2.0059456082584597
588,15-16-22,48.6301543,7.7892662,148.78,13.599139528742821,0.1543301085160137,1.2199999999999989,2.0,0.1543301085160137,1.0,2.005945608034915
591,15-16-22,48.6301562,7.7892664,148.83,13.387869168019495,0.13963200033596077,1.1699999999999875,2.0,0.13963200033596077,1.0,2.0048683486747505
594,15-16-22,48.6301581,7.7892666,148.89000000000001,13.17659880729617,0.12493389264407863,1.1099999999999852,2.0,0.12493389264407863,1.0,2.0038983201577873
597,15-16-22,48.6301598,7.7892668,148.97,12.987567432161644,0.11023578578937727,1.0300000000000011,2.0,0.11023578578937727,1.0,2.0030356782814933
600,15-16-22,48.6301617,7.789267,149.06,12.776297071438318,0.09553767924052628,0.9399999999999977,2.0,0.09553767924052628,0.9399999999999977,2.0022805617981376
603,15-16-22,48.6301631,7.7892671,149.14000000000001,12.62062417468699,0.08818862574776953,0.8599999999999852,2.0,0.08818862574776953,0.8599999999999852,2.0019433642616566
606,15-16-22,48.6301647,7.7892673,149.22,12.442712291556775,0.07349052031308781,0.7800000000000011,2.0,0.07349052031308781,0.7800000000000011,2.0013497586818474
609,15-16-22,48.6301662,7.7892675,149.31,12.275919902011049,0.05879241533744835,0.6899999999999977,2.0,0.05879241533744835,0.6899999999999977,2.0008639504227195
612,15-16-23,48.6301678,7.7892677,149.4,12.098008018880833,0.044094310820317784,0.5999999999999943,2.0,0.044094310820317784,0.5999999999999943,2.0004860180083037
615,15-16-23,48.6301695,7.7892678,149.49,11.908976643746307,0.036745258376190956,0.5099999999999909,2.0,0.036745258376190956,0.5099999999999909,2.000337525022498
618,15-16-23,48.6301713,7.789268,149.59,11.708825775817381,0.022047154645532866,0.4099999999999966,2.0,0.022047154645532866,0.4099999999999966,2.000121515565483
621,15-16-23,48.6301732,7.7892683,149.68,11.497555415094055,0.0,0.3199999999999932,2.0,0.0,0.3199999999999932,2.0
624,15-16-23,48.6301751,7.7892686,149.77,11.28628505437073,-0.02204715381536744,0.22999999999998977,2.0,-0.02204715381536744,0.22999999999998977,2.000121515556332
627,15-16-23,48.6301769,7.7892688,149.87,11.086134186441804,-0.03674525574706708,0.12999999999999545,2.0,-0.03674525574706708,0.12999999999999545,2.0003375249742024
630,15-16-23,48.6301787,7.789269,149.97,10.885983318512878,-0.051443357089179007,0.030000000000001137,2.0,-0.051443357089179007,0.030000000000001137,2.0006614953531257
633,15-16-24,48.6301806,7.7892692,150.08,10.674712957789554,-0.06614145784143652,-0.0800000000000125,2.0,-0.06614145784143652,-0.0800000000000125,2.001093374244538
636,15-16-24,48.6301824,7.7892694,150.18,10.474562089860628,-0.08083955818562673,-0.18000000000000682,2.0,-0.08083955818562673,-0.18000000000000682,2.001633091794709
639,15-16-24,48.6301841,7.7892697,150.28,10.2855307147261,-0.1028867086730501,-0.28000000000000114,2.0,-0.1028867086730501,-0.28000000000000114,2.002644670135362
642,15-16-24,48.6301859,7.78927,150.37,10.085379846797176,-0.12493385829389721,-0.37000000000000455,2.0,-0.12493385829389721,-0.37000000000000455,2.003898318016211
645,15-16-24,48.6301877,7.7892703,150.48,9.88522897886825,-0.14698100712827167,-0.47999999999998977,2.0,-0.14698100712827167,-0.47999999999998977,2.005393581433939
648,15-16-24,48.6301896,7.7892707,150.6,9.673958618144924,-0.17637720524631847,-0.5999999999999943,2.0,-0.17637720524631847,-0.5999999999999943,2.007762166824174
651,15-16-24,48.6301914,7.7892711,150.70000000000002,9.473807750215999,-0.20577340239610542,-0.700000000000017,2.0,-0.20577340239610542,-0.700000000000017,2.0105578064640843
654,15-16-24,48.6301933,7.7892715,150.81,9.262537389492673,-0.2351695983295059,-0.8100000000000023,2.0,-0.2351695983295059,-0.8100000000000023,2.0137787217016823
657,15-16-25,48.6301952,7.7892719,150.92000000000002,9.051267028769349,-0.264565793156019,-0.9200000000000159,2.0,-0.264565793156019,-0.9200000000000159,2.0174228755787107
660,15-16-25,48.6301971,7.7892723,151.03,8.83999666883611,-0.2939619868756445,-1.0300000000000011,2.0,-0.2939619868756445,-1.0,2.0214879791203004
663,15-16-25,48.6301991,7.7892725,151.15,8.617606815318386,-0.30866008007630813,-1.1500000000000057,2.0,-0.30866008007630813,-1.0,2.023677604025086
666,15-16-25,48.6302011,7.7892728,151.26,8.39521696180066,-0.33070722209458603,-1.259999999999991,2.0,-0.33070722209458603,-1.0,2.0271574351158614
669,15-16-25,48.6302032,7.7892729,151.38,8.161707616278624,-0.33805626446021153,-1.3799999999999955,2.0,-0.33805626446021153,-1.0,2.0283693051169926
672,15-16-25,48.6302051,7.7892731,151.49,7.9504372555553005,-0.3527543562481369,-1.490000000000009,2.0,-0.3527543562481369,-1.0,2.0308706595576287
675,15-16-25,48.6302071,7.7892733,151.6,7.728047402037575,-0.36745244711851055,-1.5999999999999943,2.0,-0.36745244711851055,-1.0,2.0334751783322513
678,15-16-26,48.6302089,7.7892735,151.71,7.527896534108649,-0.3821505382289286,-1.710000000000008,2.0,-0.3821505382289286,-1.0,2.036182465760046
681,15-16-26,48.6302107,7.7892736,151.82,7.327745666179723,-0.3894995800486589,-1.8199999999999932,2.0,-0.3894995800486589,-1.0,2.0375745195840276
684,15-16-26,48.6302125,7.7892738,151.92000000000002,7.127594798250797,-0.4041976702415251,-1.920000000000016,2.0,-0.4041976702415251,-1.0,2.0404351880490292
687,15-16-26,48.6302143,7.789274,152.03,6.927443930321871,-0.4188957598448035,-2.030000000000001,2.0,-0.4188957598448035,-1.0,2.0433975769820116
690,15-16-26,48.630267,7.7892779,153.67000000000002,1.0674712956209378,-0.7055082797614128,-3.670000000000016,1.0674712956209378,-0.7055082797614128,-1.0,1.2795455833171991
693,15-16-26,48.6302688,7.7892779,153.62,0.8673204276920119,-0.7055082671778434,-3.6200000000000045,0.8673204276920119,-0.7055082671778434,-1.0,1.118028013668771
696,15-16-26,48.6302703,7.7892778,153.56,0.7005280381462842,-0.6981592123306011,-3.5600000000000023,0.7005280381462842,-0.6981592123306011,-1.0,0.9890226579766346
699,15-16-26,48.630272,7.7892777,153.48,0.5114966630117577,-0.6908101563980502,-3.4799999999999898,0.5114966630117577,-0.6908101563980502,-1.0,0.8595623935787687
702,15-16-27,48.6302736,7.7892775,153.41,0.33358477988154306,-0.6761120572044372,-3.4099999999999966,0.33358477988154306,-0.6761120572044372,-1.0,0.7539272639093467
705,15-16-27,48.6302754,7.7892772,153.32,0.13343391195261722,-0.654064913241822,-3.319999999999993,0.13343391195261722,-0.654064913241822,-1.0,0.6675369050419692
708,15-16-27,48.6302772,7.7892769,153.24,-0.06671695597630861,-0.6320177700656798,-3.240000000000009,-0.06671695597630861,-0.6320177700656798,-1.0,0.6355293965612757
711,15-16-27,48.6302791,7.7892765,153.14000000000001,-0.27798731669963384,-0.6026215833514867,-3.140000000000015,-0.27798731669963384,-0.6026215833514867,-1.0,0.6636487933891807
714,15-16-27,48.6302811,7.789276,153.03,-0.5003771694272708,-0.5658763536669845,-3.030000000000001,-0.5003771694272708,-0.5658763536669845,-1.0,0.755376303125462
717,15-16-27,48.6302832,7.7892754,152.91,-0.7338865157393948,-0.5217820814930623,-2.9099999999999966,-0.7338865157393948,-0.5217820814930623,-1.0,0.9004698543268074
720,15-16-27,48.6302854,7.7892751,152.78,-0.9785153540558305,-0.4997349403996169,-2.780000000000001,-0.9785153540558305,-0.4997349403996169,-1.0,1.0987389629840274
723,15-16-28,48.6302868,7.7892748,152.69,-1.1341882515972463,-0.4776878040541389,-2.6899999999999977,-1.1341882515972463,-0.4776878040541389,-1.0,1.2306781172196424
726,15-16-28,48.6302887,7.7892745,152.57,-1.3454586123205716,-0.45564066606289294,-2.569999999999993,-1.3454586123205716,-0.45564066606289294,-1.0,1.420516558874917
729,15-16-28,48.6302905,7.7892742,152.45000000000002,-1.5456094802494975,-0.43359352933146034,-2.450000000000017,-1.5456094802494975,-0.43359352933146034,-1.0,1.605276304601558
732,15-16-28,48.6302924,7.7892738,152.33,-1.7568798409728228,-0.40419735022712255,-2.3300000000000125,-1.7568798409728228,-0.40419735022712255,-1.0,1.8027762683004562
735,15-16-28,48.6302944,7.7892733,152.21,-1.9792696937004597,-0.3674521292523486,-2.210000000000008,-1.9792696937004597,-0.3674521292523486,-1.0,2.013089562759987
738,15-16-28,48.6302962,7.7892728,152.1,-2.1794205616293856,-0.3307069104546734,-2.0999999999999943,-2.0,-0.3307069104546734,-1.0,2.027157384275448
741,15-16-28,48.6302981,7.7892721,151.99,-2.390690922352711,-0.2792636080035119,-1.990000000000009,-2.0,-0.2792636080035119,-1.0,2.0194029223399523
744,15-16-28,48.6302999,7.7892714,151.88,-2.5908417902816367,-0.22782030771515185,-1.8799999999999955,-2.0,-0.22782030771515185,-1.0,2.012933702983639
747,15-16-29,48.6303017,7.7892707,151.78,-2.790992658210562,-0.17637700932716863,-1.7800000000000011,-2.0,-0.17637700932716863,-1.0,2.007762149613145
750,15-16-29,48.6303037,7.7892698,151.65,-3.013382511728287,-0.11023562860403698,-1.6500000000000057,-2.0,-0.11023562860403698,-1.0,2.0030356696309046
753,15-16-29,48.6303052,7.7892692,151.56,-3.1801749020641026,-0.06614137617933055,-1.5600000000000023,-2.0,-0.06614137617933055,-1.0,2.00109337154539
756,15-16-29,48.6303066,7.7892684,151.45000000000002,-3.3358477988154305,-0.007349041717510686,-1.450000000000017,-2.0,-0.007349041717510686,-1.0,2.000013502057965
759,15-16-29,48.630308,7.7892677,151.34,-3.491520696356847,0.04409424956281744,-1.3400000000000034,-2.0,0.04409424956281744,-1.0,2.000486016658079
762,15-16-29,48.6303092,7.7892669,151.25,-3.624954608309464,0.1028865810680802,-1.25,-2.0,0.1028865810680802,-1.0,2.0026446635796074
765,15-16-29,48.6303103,7.7892661,151.15,-3.747269027467682,0.1616789114006483,-1.1500000000000057,-2.0,0.1616789114006483,-1.0,2.006524375728264
768,15-16-30,48.6303111,7.7892652,151.06,-3.8362249690327888,0.22782028243149138,-1.0600000000000023,-2.0,0.22782028243149138,-1.0,2.0129337001220793
771,15-16-30,48.6303118,7.7892643,150.97,-3.914061417803497,0.2939616527049898,-0.9699999999999989,-2.0,0.2939616527049898,-0.9699999999999989,2.021487930525693
774,15-16-30,48.6303124,7.7892633,150.87,-3.9807783737798057,0.3674520637129072,-0.8700000000000045,-2.0,0.3674520637129072,-0.8700000000000045,2.0334751090502374
777,15-16-30,48.630313,7.7892624,150.79,-4.0474953297561145,0.433593432595513,-0.789999999999992,-2.0,0.433593432595513,-0.789999999999992,2.046461156433212
780,15-16-30,48.6303134,7.7892613,150.69,-4.091973300143624,0.5144328841266667,-0.6899999999999977,-2.0,0.5144328841266667,-0.6899999999999977,2.0651007704881814
783,15-16-30,48.6303137,7.7892606,150.63,-4.125331778526823,0.5658761708049361,-0.6299999999999955,-2.0,0.5658761708049361,-0.6299999999999955,2.0785128916330677
786,15-16-30,48.6303139,7.7892597,150.54,-4.147570763325533,0.6320175402261549,-0.539999999999992,-2.0,0.6320175402261549,-0.539999999999992,2.097485678414401
789,15-16-31,48.6303139,7.7892588,150.44,-4.147570763325533,0.6981589107035538,-0.4399999999999977,-2.0,0.6981589107035538,-0.4399999999999977,2.1183545181566688
792,15-16-31,48.6303138,7.7892581,150.35,-4.136451271321222,0.7496021996171797,-0.3499999999999943,-2.0,0.7496021996171797,-0.3499999999999943,2.1358612917675424
795,15-16-31,48.6303134,7.7892574,150.26,-4.091973300143624,0.8010454909487498,-0.2599999999999909,-2.0,0.8010454909487498,-0.2599999999999909,2.1544544271275092
798,15-16-31,48.630313,7.7892567,150.17000000000002,-4.0474953297561145,0.8524887827533937,-0.17000000000001592,-2.0,0.8524887827533937,-0.17000000000001592,2.1741060518568
801,15-16-31,48.6303124,7.7892561,150.08,-3.9807783737798057,0.8965830354621044,-0.0800000000000125,-2.0,0.8965830354621044,-0.0800000000000125,2.19177123338145
804,15-16-31,48.6303116,7.7892555,149.98,-3.891822432214698,0.9406772905593641,0.020000000000010232,-2.0,0.9406772905593641,0.020000000000010232,2.210175053015961
807,15-16-31,48.6303107,7.789255,149.89000000000001,-3.791746998645279,0.977422505977851,0.10999999999998522,-2.0,0.977422505977851,0.10999999999998522,2.2260626125947183
810,15-16-31,48.6303094,7.7892545,149.78,-3.6471935938982627,1.014167726006212,0.21999999999999886,-2.0,1.014167726006212,0.21999999999999886,2.2424397821285216
813,15-16-32,48.6303083,7.7892541,149.71,-3.5248791747400445,1.0435639033701152,0.28999999999999204,-2.0,1.0435639033701152,0.28999999999999204,2.2558868811217176
816,15-16-32,48.6303069,7.7892537,149.63,-3.369206277198629,1.0729600845644343,0.37000000000000455,-2.0,1.0729600845644343,0.37000000000000455,2.269635068258445
819,15-16-32,48.6303054,7.7892533,149.54,-3.2024138868628134,1.1023562676014067,0.46000000000000796,-2.0,1.1023562676014067,0.46000000000000796,2.283678904907628
822,15-16-32,48.6303038,7.7892528,149.47,-3.0245020045226862,1.1391014946203741,0.5300000000000011,-2.0,1.1391014946203741,0.5300000000000011,2.3016412003277944
825,15-16-32,48.6303021,7.7892525,149.38,-2.8354706293881597,1.1611486398792175,0.6200000000000045,-2.0,1.1611486398792175,0.6200000000000045,2.3126318695143326
828,15-16-32,48.6303002,7.7892523,149.29,-2.624200268664835,1.1758467460421271,0.710000000000008,-2.0,1.1758467460421271,0.710000000000008,2.3200464586248826
831,15-16-32,48.6302984,7.7892521,149.19,-2.4240494007359086,1.1905448516440433,0.8100000000000023,-2.0,1.1905448516440433,0.8100000000000023,2.3275302455126416
834,15-16-33,48.6302966,7.7892519,149.1,-2.2238985328069827,1.205242957705002,0.9000000000000057,-2.0,1.205242957705002,0.9000000000000057,2.3350825653705485
837,15-16-33,48.6302948,7.7892518,149.0,-2.0237476648780572,1.212592021778743,1.0,-2.0,1.212592021778743,1.0,2.3388842235735954
840,15-16-33,48.6302927,7.7892517,148.88,-1.7902383185659334,1.2199410896758844,1.1200000000000045,-1.7902383185659334,1.2199410896758844,1.0,2.1663816606363167
843,15-16-33,48.6302915,7.7892516,148.81,-1.656804406613316,1.2272901469990634,1.1899999999999977,-1.656804406613316,1.2272901469990634,1.0,2.0618540071242397
846,15-16-33,48.6302898,7.7892514,148.71,-1.4677730314787896,1.241988253489668,1.289999999999992,-1.4677730314787896,1.241988253489668,1.0,1.9227304787054142
849,15-16-33,48.6302881,7.7892514,148.61,-1.278741656344263,1.2419882744113118,1.3899999999999864,-1.278741656344263,1.2419882744113118,1.0,1.782614680026297
852,15-16-33,48.6302863,7.7892514,148.5,-1.0785907884153372,1.2419882965636404,1.5,-1.0785907884153372,1.2419882965636404,1.0,1.6449598832966936
855,15-16-34,48.6302845,7.7892514,148.39000000000001,-0.8784399204864114,1.2419883187159684,1.6099999999999852,-0.8784399204864114,1.2419883187159684,1.0,1.5212467510996008
858,15-16-34,48.6302827,7.7892515,148.28,-0.6782890525574855,1.2346392974756222,1.7199999999999989,-0.6782890525574855,1.2346392974756222,1.0,1.4086909645803898
861,15-16-34,48.630281,7.7892517,148.17000000000002,-0.48925767663287156,1.2199412311099809,1.829999999999984,-0.48925767663287156,1.2199412311099809,1.0,1.314393275053677
864,15-16-34,48.6302792,7.7892519,148.05,-0.2891068087039457,1.2052431655086995,1.9499999999999886,-0.2891068087039457,1.2052431655086995,1.0,1.2394328682282112
867,15-16-34,48.6302774,7.7892522,147.94,-0.08895594077501984,1.1831960555392007,2.0600000000000023,-0.08895594077501984,1.1831960555392007,1.0,1.1865353198462707
870,15-16-34,48.6302753,7.7892527,147.82,0.14455340474701658,1.1464508603065913,2.180000000000007,0.14455340474701658,1.1464508603065913,1.0,1.155528131168462
873,15-16-34,48.6302737,7.789253,147.74,0.32246528787723117,1.1244037461428356,2.259999999999991,0.32246528787723117,1.1244037461428356,1.0,1.1697297321286604
876,15-16-35,48.630272,7.7892535,147.65,0.5114966630117577,1.087658544028586,2.3499999999999943,0.5114966630117577,1.087658544028586,1.0,1.2019275954359925
879,15-16-35,48.6302701,7.7892541,147.58,0.722767023735083,1.0435642983835673,2.4199999999999875,0.722767023735083,1.0435642983835673,1.0,1.2694166437618726
882,15-16-35,48.6302682,7.7892548,147.51,0.9340373836683206,0.9921210065643566,2.490000000000009,0.9340373836683206,0.9921210065643566,1.0,1.3626187749169736
885,15-16-35,48.6302664,7.7892555,147.45000000000002,1.134188252387334,0.9406777118759752,2.549999999999983,1.134188252387334,0.9406777118759752,1.0,1.4735187645475216
888,15-16-35,48.6302646,7.7892562,147.42000000000002,1.3343391203162598,0.8892344154177623,2.579999999999984,1.3343391203162598,0.8892344154177623,1.0,1.603495785329584
891,15-16-35,48.6302628,7.789257,147.38,1.5344899882451857,0.8304420721520765,2.6200000000000045,1.5344899882451857,0.8304420721520765,1.0,1.7447904055286827
894,15-16-35,48.6302613,7.7892579,147.38,1.7012823777909132,0.7643006795441931,2.6200000000000045,1.7012823777909132,0.7643006795441931,1.0,1.8650783516339517
897,15-16-36,48.6302597,7.7892589,147.37,1.8791942601310405,0.6908102405290887,2.6299999999999955,1.8791942601310405,0.6908102405290887,1.0,2.002146312268238
900,15-16-36,48.6302577,7.78926,147.37,2.101584113648765,0.6099707564172852,2.6299999999999955,2.0,0.6099707564172852,1.0,2.090948187709173
903,15-16-36,48.6302562,7.7892608,147.37,2.2683765039845807,0.5511784025123663,2.6299999999999955,2.0,0.5511784025123663,1.0,2.074559623485448
906,15-16-36,48.6302544,7.7892619,147.37,2.468527371913506,0.4703389118975954,2.6299999999999955,2.0,0.4703389118975954,1.0,2.054560462007632
909,15-16-36,48.6302527,7.7892629,147.37,2.6575587470480326,0.3968484635904575,2.6299999999999955,2.0,0.3968484635904575,1.0,2.038992080184253
912,15-16-36,48.6302509,7.789264,147.38,2.8577096149769585,0.31600896735412787,2.6200000000000045,2.0,0.31600896735412787,1.0,2.0248115140546346
915,15-16-36,48.6302491,7.7892652,147.39000000000001,3.0578604829058844,0.22782042239458442,2.609999999999985,2.0,0.22782042239458442,1.0,2.0129337159628595
918,15-16-37,48.6302473,7.7892664,147.4,3.2580113508348103,0.13963187428914917,2.5999999999999943,2.0,0.13963187428914917,1.0,2.0048683398960394
921,15-16-37,48.6302454,7.7892677,147.41,3.4692817115581356,0.04409427691460535,2.5900000000000034,2.0,0.04409427691460535,1.0,2.000486017260961
924,15-16-37,48.6302436,7.789269,147.43,3.6694325794870615,-0.051443324006348885,2.569999999999993,2.0,-0.051443324006348885,1.0,2.0006614945024612
927,15-16-37,48.6302417,7.7892703,147.45000000000002,3.8807029402103863,-0.14698092848099564,2.549999999999983,2.0,-0.14698092848099564,1.0,2.005393575669658
930,15-16-37,48.6302396,7.7892718,147.5,4.114212285732423,-0.25721663016149116,2.5,2.0,-0.25721663016149116,1.0,2.0164722648307447
933,15-16-37,48.6302381,7.7892729,147.53,4.281004676068238,-0.3380561475524868,2.469999999999999,2.0,-0.3380561475524868,1.0,2.02836928563268
936,15-16-37,48.6302361,7.7892743,147.56,4.503394529585963,-0.44094280984576034,2.4399999999999977,2.0,-0.44094280984576034,1.0,2.048030898583973
939,15-16-38,48.6302342,7.7892757,147.6,4.7146648903092885,-0.5438294757434343,2.4000000000000057,2.0,-0.5438294757434343,1.0,2.072619236301588
942,15-16-38,48.630232,7.7892773,147.64000000000001,4.959293728625724,-0.6614142416724332,2.359999999999985,2.0,-0.6614142416724332,1.0,2.1065300375468468
945,15-16-38,48.6302298,7.7892788,147.69,5.203922566942159,-0.7716499654178619,2.3100000000000023,2.0,-0.7716499654178619,1.0,2.1436985956820953
948,15-16-38,48.6302276,7.7892803,147.74,5.448551406048683,-0.8818856939695133,2.259999999999991,2.0,-0.8818856939695133,1.0,2.1858001686403288
951,15-16-38,48.6302255,7.7892818,147.8,5.682060751570719,-0.9921214264095687,2.1999999999999886,2.0,-0.9921214264095687,1.0,2.232555693536212
954,15-16-38,48.6302234,7.7892835,147.85,5.915570097882843,-1.117055258859369,2.1500000000000057,2.0,-1.117055258859369,1.0,2.290810435489015
957,15-16-38,48.6302214,7.7892853,147.93,6.13795995061048,-1.2493381432651256,2.069999999999993,2.0,-1.2493381432651256,1.0,2.3581445664371707
960,15-16-39,48.6302225,7.7893304,151.51,6.015645531452262,-4.563758696967813,-1.509999999999991,2.0,-2.0,-1.0,2.8284271247461903
963,15-16-39,48.6302241,7.7893311,151.61,5.837733649112136,-4.615201958558806,-1.6100000000000136,2.0,-2.0,-1.0,2.8284271247461903
966,15-16-39,48.6302256,7.7893317,151.71,5.6709412587763195,-4.659296175526706,-1.710000000000008,2.0,-2.0,-1.0,2.8284271247461903
969,15-16-39,48.6302271,7.7893322,151.82,5.504148869230591,-4.696041343676991,-1.8199999999999932,2.0,-2.0,-1.0,2.8284271247461903
972,15-16-39,48.6302286,7.7893326,151.91,5.337356478894777,-4.7254374634026295,-1.9099999999999966,2.0,-2.0,-1.0,2.8284271247461903
975,15-16-39,48.6302302,7.7893329,152.01,5.15944459655465,-4.747484530261775,-2.009999999999991,2.0,-2.0,-1.0,2.8284271247461903
978,15-16-39,48.6302318,7.7893331,152.11,4.981532714214523,-4.7621825493225405,-2.1100000000000136,2.0,-2.0,-1.0,2.8284271247461903
981,15-16-40,48.6302336,7.7893331,152.21,4.781381846285597,-4.7621824643834705,-2.210000000000008,2.0,-2.0,-1.0,2.8284271247461903
984,15-16-40,48.6302355,7.789333,152.31,4.570111485562271,-4.754833327830436,-2.3100000000000023,2.0,-2.0,-1.0,2.8284271247461903
987,15-16-40,48.6302373,7.7893328,152.41,4.369960617633345,-4.740135149559623,-2.4099999999999966,2.0,-2.0,-1.0,2.8284271247461903
990,15-16-40,48.6302395,7.7893326,152.53,4.125331778526823,-4.725436953018144,-2.530000000000001,2.0,-2.0,-1.0,2.8284271247461903
993,15-16-40,48.6302411,7.7893324,152.62,3.947419896186695,-4.71073878518994,-2.6200000000000045,2.0,-2.0,-1.0,2.8284271247461903
996,15-16-40,48.630243,7.7893321,152.74,3.7361495354633703,-4.6886915575189345,-2.740000000000009,2.0,-2.0,-1.0,2.8284271247461903
999,15-16-40,48.6302449,7.7893319,152.86,3.5248791747400445,-4.673993376823425,-2.8600000000000136,2.0,-2.0,-1.0,2.8284271247461903
1002,15-16-41,48.6302468,7.7893315,152.97,3.3136088140167197,-4.64459710466742,-2.969999999999999,2.0,-2.0,-1.0,2.8284271247461903
1005,15-16-41,48.6302487,7.789331,153.09,3.102338453293394,-4.607851787619148,-3.0900000000000034,2.0,-2.0,-1.0,2.8284271247461903
1008,15-16-41,48.6302505,7.7893304,153.21,2.9021875853644685,-4.563757430746457,-3.210000000000008,2.0,-2.0,-1.0,2.8284271247461903
1011,15-16-41,48.6302524,7.7893298,153.33,2.6909172246411432,-4.519663070968184,-3.3300000000000125,2.0,-2.0,-1.0,2.8284271247461903
1014,15-16-41,48.6302543,7.7893291,153.43,2.4796468647079055,-4.468219667324163,-3.430000000000007,2.0,-2.0,-1.0,2.8284271247461903
1017,15-16-41,48.6302561,7.7893283,153.53,2.2794959967789796,-4.409427224664042,-3.530000000000001,2.0,-2.0,-1.0,2.8284271247461903
1020,15-16-41,48.6302583,7.7893272,153.65,2.0348671576724566,-4.328587631152652,-3.6500000000000057,2.0,-2.0,-1.0,2.8284271247461903
1023,15-16-42,48.63026,7.7893264,153.74,1.84583578253793,-4.26979519754425,-3.740000000000009,1.84583578253793,-2.0,-1.0,2.721600583498139
1026,15-16-42,48.6302619,7.7893254,153.84,1.6345654218146046,-4.196304667625971,-3.8400000000000034,1.6345654218146046,-2.0,-1.0,2.582983569090589
1029,15-16-42,48.630264,7.7893241,153.93,1.4010560762925683,-4.100766997910469,-3.930000000000007,1.4010560762925683,-2.0,-1.0,2.4419168963984683
1032,15-16-42,48.6302659,7.7893226,154.0,1.189785715569243,-3.9905312508111517,-4.0,1.189785715569243,-2.0,-1.0,2.3271420345506666
1035,15-16-42,48.6302678,7.7893208,154.07,0.978515354845918,-3.8582483742336966,-4.069999999999993,0.978515354845918,-2.0,-1.0,2.226542678609425
1038,15-16-42,48.6302696,7.7893189,154.12,0.7783644869169921,-3.7186164619826543,-4.1200000000000045,0.7783644869169921,-2.0,-1.0,2.146124710843606
